SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation
680,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
681,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
682,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
683,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
684,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
685,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
686,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
687,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
688,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
689,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
690,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
691,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
692,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
693,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
694,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
695,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
696,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
697,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
698,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
699,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
700,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
701,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
702,37,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
703,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
704,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
705,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
706,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
707,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
708,54,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
709,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
710,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
711,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
712,36,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
713,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
714,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
715,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
716,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
717,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
718,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
719,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
720,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
721,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
722,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
723,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
724,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
725,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
726,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
727,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
728,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
729,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
730,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
731,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
732,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
733,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
734,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
735,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
736,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
737,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
738,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
739,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
740,52,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
741,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
742,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
743,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
744,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
745,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
746,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
747,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
748,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
749,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
750,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
751,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
752,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
753,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
754,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
755,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
756,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
757,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
758,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
759,26,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
760,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
761,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
762,65,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
763,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
764,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
765,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
766,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
767,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
768,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
769,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
770,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
771,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
772,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
773,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
774,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
775,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
776,39,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
777,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
778,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
779,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
780,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
781,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
782,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
783,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
784,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
785,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
786,46,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
787,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
788,28,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
789,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
790,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
791,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
792,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
793,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
794,35,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
795,32,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
796,48,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
797,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
798,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
799,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
800,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
801,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
802,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
803,40,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
804,38,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
805,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
806,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
807,60,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
808,45,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
809,44,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
810,50,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
811,47,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
812,55,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
813,42,male,sonargaon,sonargaon ,8/23/2024,8:10:00 AM,mob attack 
814,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
815,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
816,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
817,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
818,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
819,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
820,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,unethical gathering 
821,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
822,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
823,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
824,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
825,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
826,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
827,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,attack
828,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
829,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
830,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
831,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
832,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
833,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
834,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,death threat
835,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
836,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
837,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
838,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
839,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
840,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
841,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,loss of value 
842,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
843,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
844,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
845,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
846,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
847,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
848,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,theft 
849,32,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
850,50,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
851,40,female,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
852,65,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
853,34,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
854,48,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
855,33,male,vatipara,morgapara,12/18/2019,12:30:00 AM,half murder 
856,19,male,sadipur,highway police,10/30/2024,4:30:00 PM,drugs
857,72,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
858,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
859,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
860,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
861,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
862,30,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
863,39,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
864,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
865,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
866,38,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
867,31,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
868,29,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
869,48,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
870,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
871,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
872,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Cocktail explosion
873,72,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
874,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
875,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
876,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
877,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
878,30,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
879,39,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
880,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
881,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
882,38,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
883,31,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
884,29,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
885,48,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
886,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
887,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
888,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,Illegal gatheringing
889,72,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
890,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
891,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
892,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
893,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
894,30,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
895,39,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
896,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
897,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
898,38,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
899,31,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
900,29,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
901,48,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
902,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
903,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
904,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,illegal arms
905,72,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
906,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
907,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
908,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
909,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
910,30,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
911,39,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
912,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
913,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
914,38,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
915,31,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
916,29,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
917,48,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
918,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
919,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
920,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,murder 
921,72,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
922,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
923,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
924,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
925,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
926,30,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
927,39,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
928,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
929,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
930,38,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
931,31,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
932,29,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
933,48,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
934,55,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
935,50,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
936,35,male,narayangonj sadar,narayangonj sadar,8/17/2019,6:30:00 PM,delivering explosives
937,77,female,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
938,73,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
939,72,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
940,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
941,63,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
942,33,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
943,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
944,54,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
945,72,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
946,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
947,64,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
948,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
949,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
950,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
951,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
952,44,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
953,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
954,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
955,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
956,46,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
957,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
958,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
959,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
960,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
961,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
962,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
963,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
964,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
965,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
966,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
967,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
968,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
969,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
970,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
971,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
972,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
973,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
974,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
975,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
976,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
977,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
978,46,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
979,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
980,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
981,37,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
982,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
983,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
984,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
985,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
986,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
987,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
988,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
989,26,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
990,47,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
991,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
992,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
993,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
994,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
995,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
996,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
997,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
998,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
999,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1000,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1001,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1002,33,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1003,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1004,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1005,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1006,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1007,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1008,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1009,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1010,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1011,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1012,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1013,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1014,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1015,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1016,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1017,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1018,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1019,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1020,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
1021,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms
